ckanurl,url,licence,title,res_title,description,format,created,tags,groups,organization
https://www.data.go.jp/data/dataset/env_20140904_0428/resource/a2ff7784-8a49-4426-8a9d-53674982f03c,http://www.biodic.go.jp/trialSystem/Data/index.kmz,CC-BY,自然環境情報GIS提供システム_KMLデータ閲覧,自然環境情報 GISデータダウンロード,,KMZ,2014-09-19T11:32:52.134937,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0966/resource/7a95894b-f1ff-40f8-aec2-62466b6b9ef7,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_03_207/KMZ/after_veg_02_207.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_三沢市,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:26.178470,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0966/resource/4330c14f-ef99-4cda-8c85-4937a9e5ec9a,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_03_207/KMZ/kaihen_02_207.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_三沢市,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:26.178484,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0967/resource/fb998819-dfe2-46a0-96eb-a47fb59970a9,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_04_412/KMZ/before_veg_02_412.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_上北郡おいらせ町,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:27.384759,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0967/resource/6440214d-3016-4640-98ae-bc229e4b238e,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_04_412/KMZ/after_veg_02_412.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_上北郡おいらせ町,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:27.384775,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0967/resource/22445d3d-dc80-4de3-bcfc-ca7741f3c14c,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_04_412/KMZ/kaihen_02_412.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_上北郡おいらせ町,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:27.384788,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0968/resource/a12ad4b0-3968-430e-b602-f5da4310774c,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_05_203/KMZ/before_veg_02_203.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_八戸市,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:28.613979,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0968/resource/8062b9cb-a21c-4eac-b6cc-3dac5ce87c2c,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_05_203/KMZ/after_veg_02_203.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_八戸市,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:28.613994,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0968/resource/a4431be8-879a-46f1-acef-00246f50a125,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_05_203/KMZ/kaihen_02_203.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_八戸市,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:28.614008,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0969/resource/520bd06f-2854-4e3a-b441-0653164edf47,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_06_446/KMZ/after_veg_02_446.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_三戸郡階上町,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:33.242844,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0969/resource/00223c8f-49f6-4ade-82f1-93d39bd1fea8,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_06_446/KMZ/before_veg_02_446.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_三戸郡階上町,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:33.242860,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0969/resource/07edd81f-f11a-4d53-bbac-672b3b87319f,http://www.shiokaze.biodic.go.jp/data/24tohoku/02_Aomori/02_06_446/KMZ/kaihen_02_446.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_青森県_三戸郡階上町,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:33.242873,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0970/resource/6b1b55ac-108f-4d21-b492-04634ef9544b,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_01_507/KMZ/before_veg_03_507.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_九戸郡洋野町,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:34.470237,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0970/resource/05ec34ff-f8fd-4d9a-abc7-6e78150eb96c,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_01_507/KMZ/after_veg_03_507.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_九戸郡洋野町,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:34.470252,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0970/resource/b018016a-b2ed-4f4b-af2a-ba571cc44a05,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_01_507/KMZ/kaihen_03_507.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_九戸郡洋野町,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:34.470265,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0971/resource/12350f90-9125-4b6e-adc5-77d43bcbccd0,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_02_207/KMZ/before_veg_03_207.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_久慈市,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:35.691586,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0971/resource/be092657-2124-4a9c-aedc-5a8566545c30,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_02_207/KMZ/after_veg_03_207.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_久慈市,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:35.691635,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0971/resource/4c809927-9520-48cb-9f04-ef6145bbe3ca,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_02_207/KMZ/kaihen_03_207.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_久慈市,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:35.691658,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0972/resource/851cec55-5c4c-439e-9164-065b72642b67,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_03_503/KMZ/before_veg_03_503.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_九戸郡野田村,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:36.947171,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0972/resource/83440941-e4a3-4c77-9efd-c859559f962b,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_03_503/KMZ/after_veg_03_503.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_九戸郡野田村,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:36.947194,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0972/resource/5db4ea81-be3f-4257-9918-e922873747de,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_03_503/KMZ/kaihen_03_503.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_九戸郡野田村,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:36.947214,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0973/resource/d8861985-935a-4b01-aed8-90898bb0ecfb,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_04_485/KMZ/before_veg_03_485.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡普代村,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:38.579574,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0973/resource/f42c09cc-c214-40bc-8d19-c6e4fc6a534c,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_04_485/KMZ/after_veg_03_485.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡普代村,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:38.579589,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0973/resource/491c572f-5360-4ddb-b8b4-dfcee8697798,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_04_485/KMZ/kaihen_03_485.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡普代村,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:38.579603,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0974/resource/674057dc-b1f9-4798-9efa-596a23b756f4,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_05_484/KMZ/before_veg_03_484.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡田野畑村,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:39.808407,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0974/resource/bcb256a3-58cb-4ba0-869c-47d5bd3a090b,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_05_484/KMZ/after_veg_03_484.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡田野畑村,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:39.808464,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0974/resource/0219e2de-d590-49c0-9811-b3edcbcdfb9f,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_05_484/KMZ/kaihen_03_484.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡田野畑村,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:39.808488,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0975/resource/2971979a-7bc3-4aab-8de1-fa7fa78da537,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_06_483/KMZ/before_veg_03_483.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡岩泉町,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:41.037833,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0975/resource/2db993f1-221d-4d0c-b3f9-643a1aadd189,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_06_483/KMZ/after_veg_03_483.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡岩泉町,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:41.037858,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0975/resource/1c63afd9-d114-4f90-aea9-6d9f52ab246f,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_06_483/KMZ/kaihen_03_483.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡岩泉町,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:41.037881,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0976/resource/5ec2d101-32d8-4703-b197-50862a1ad7cf,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_07_202/KMZ/before_veg_03_202.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_宮古市,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:42.239410,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0976/resource/f07c07de-c4fa-4762-b472-f86b23b27507,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_07_202/KMZ/after_veg_03_202.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_宮古市,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:42.239474,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0976/resource/eb9153ca-744b-4bdf-adb7-58a060af7f8e,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_07_202/KMZ/kaihen_03_202.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_宮古市,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:42.239502,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0977/resource/75522241-7f09-4d9c-bebc-29c355d53ad6,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_08_482/KMZ/before_veg_03_482.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡山田町,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:43.682112,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0977/resource/08b48f98-8fe6-4855-b380-7da1e1a68529,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_08_482/KMZ/after_veg_03_482.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡山田町,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:43.682136,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0977/resource/15ebffee-2c13-4a56-a395-0521c0ef33b5,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_08_482/KMZ/kaihen_03_482.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_下閉伊郡山田町,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:43.682150,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0978/resource/754e7353-24d9-4921-897f-d7db1bdbaa73,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_09_461/KMZ/before_veg_03_461.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_上閉伊郡大槌町,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:44.889098,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0978/resource/daa18807-25d1-4fc4-a8fd-eb0ebe10b5f9,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_09_461/KMZ/after_veg_03_461.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_上閉伊郡大槌町,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:44.889114,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0978/resource/3e5a2d8e-0714-4124-bef2-32ae7b534195,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_09_461/KMZ/kaihen_03_461.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_上閉伊郡大槌町,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:44.889127,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0979/resource/ddf7fd77-3f6e-400f-b583-d8db18b0a225,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_10_211/KMZ/before_veg_03_211.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_釜石市,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:46.133202,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0979/resource/de4bdd80-6dd4-4999-b4bc-9cbab19e45e6,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_10_211/KMZ/after_veg_03_211.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_釜石市,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:46.133217,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0979/resource/153326d9-a992-4dbe-a3c8-f034d3465696,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_10_211/KMZ/kaihen_03_211.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_釜石市,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:46.133231,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0980/resource/3cad4304-0efc-430f-8913-664cdc323bd3,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_11_203/KMZ/before_veg_03_203.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_大船渡市,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:47.386226,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0980/resource/ef321af3-082d-4fb0-bf2f-dd90809715e8,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_11_203/KMZ/after_veg_03_203.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_大船渡市,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:47.386241,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0980/resource/6d839ee1-d9f8-46d9-83b0-0e729d048d7f,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_11_203/KMZ/kaihen_03_203.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_大船渡市,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:47.386255,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0981/resource/a1a7af3f-09ce-4b74-be28-71dc76ab8508,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_12_210/KMZ/before_veg_03_210.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_陸前高田市,震災前植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:48.800048,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0981/resource/77e47d57-2b56-4c90-86cc-a7dd6fa39f8e,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_12_210/KMZ/after_veg_03_210.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_陸前高田市,震災後植生図_kml/kmzデータ,,KMZ,2014-09-19T11:35:48.800072,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0981/resource/6e0b3933-3087-4421-b34f-823baf0c58d6,http://www.shiokaze.biodic.go.jp/data/24tohoku/03_Iwate/03_12_210/KMZ/kaihen_03_210.kmz,CC-BY,平成24年度東北地方太平洋沿岸地域自然環境調査_岩手県_陸前高田市,植生改編図_kml/kmzデータ,,KMZ,2014-09-19T11:35:48.800093,environment;geospatial;地理空間;環境,司法・安全・環境,環境省
