ckanurl,url,licence,title,res_title,description,format,created,tags,groups,organization
https://www.data.go.jp/data/dataset/cas_20180312_0002/resource/bb239737-026d-4238-97ec-edca8c7431e5,https://cio.go.jp/sites/default/files/uploads/documents/xxxxxx_school_food_%20services.zip,CC-BY,推奨データセット,推奨データセットフォーマット標準例_A-2.学校給食献立情報_CSV形式,食品等営業許可・届出一覧（新規許可・届出一覧）のCSV形式のフォーマットです。,ZIP,2020-12-07T05:42:59.776879,オープンデータ;フォーマット;地方公共団体;地方自治体;民間事業者,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20180312_0002/resource/0fc6e37f-f313-467c-9266-861b4ad4b02e,https://cio.go.jp/sites/default/files/uploads/documents/xxxxxx_school_area_csv.zip,CC-BY,推奨データセット,推奨データセットフォーマット標準例_A-3.小中学校通学区域情報_CSV形式,食品等営業許可・届出一覧（新規許可・届出一覧）のCSV形式のフォーマットです。,ZIP,2020-12-07T05:42:59.776885,オープンデータ;フォーマット;地方公共団体;地方自治体;民間事業者,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/b5463ce7-b7a2-4e27-9cb2-73e9aa014226,http://www.biodic.go.jp/trialSystem/Data/SHP/03.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,岩手県,,ZIP,2014-09-19T11:33:04.916668,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/3c8e5b03-5144-4ddf-b48c-435ac728632b,http://www.biodic.go.jp/trialSystem/Data/SHP/04.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,宮城県,,ZIP,2014-09-19T11:33:04.916674,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/a41ae597-b5ec-4735-8bf7-02f03a9e9d6f,http://www.biodic.go.jp/trialSystem/Data/SHP/05.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,秋田県,,ZIP,2014-09-19T11:33:04.916681,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/b719b191-fea7-4793-98d4-8985f61b985b,http://www.biodic.go.jp/trialSystem/Data/SHP/06.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,山形県,,ZIP,2014-09-19T11:33:04.916687,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/c1967a1f-e88a-41c0-b238-8d5c2791db6d,http://www.biodic.go.jp/trialSystem/Data/SHP/07.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,福島県,,ZIP,2014-09-19T11:33:04.916694,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/91f7a560-f7f2-4737-b2f2-c29387d14362,http://www.biodic.go.jp/trialSystem/Data/SHP/08.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,茨城県,,ZIP,2014-09-19T11:33:04.916701,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/a6745275-5041-47ac-ace3-7f2c8292cf6d,http://www.biodic.go.jp/trialSystem/Data/SHP/09.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,栃木県,,ZIP,2014-09-19T11:33:04.916707,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/7c66a3d0-fed1-4197-b9f3-0f462de09603,http://www.biodic.go.jp/trialSystem/Data/SHP/10.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,群馬県,,ZIP,2014-09-19T11:33:04.916714,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/6477c0a4-bf19-48b3-ab0f-92db0dda7db2,http://www.biodic.go.jp/trialSystem/Data/SHP/11.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,埼玉県,,ZIP,2014-09-19T11:33:04.916720,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/f00745e3-3994-4e43-9963-a901e9a8e5ae,http://www.biodic.go.jp/trialSystem/Data/SHP/12.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,千葉県,,ZIP,2014-09-19T11:33:04.916727,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/a5683289-3ab7-429a-a903-d8a92db6b2f6,http://www.biodic.go.jp/trialSystem/Data/SHP/13.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,東京都,,ZIP,2014-09-19T11:33:04.916734,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/fbd73e37-63da-4638-8c56-807fdac1feed,http://www.biodic.go.jp/trialSystem/Data/SHP/14.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,神奈川県,,ZIP,2014-09-19T11:33:04.916740,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/03a9487c-0b22-4343-9659-62e753ae9ec7,http://www.biodic.go.jp/trialSystem/Data/SHP/15.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,新潟県,,ZIP,2014-09-19T11:33:04.916747,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/19b7e395-3252-46ca-8eec-d6318ddda350,http://www.biodic.go.jp/trialSystem/Data/SHP/16.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,富山県,,ZIP,2014-09-19T11:33:04.916753,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/cc6d5902-472e-4c7d-b71c-93ac49ff91ec,http://www.biodic.go.jp/trialSystem/Data/SHP/17.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,石川県,,ZIP,2014-09-19T11:33:04.916760,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/f7b2a0e5-d989-40ad-9384-c75859b06e7b,http://www.biodic.go.jp/trialSystem/Data/SHP/18.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,福井県,,ZIP,2014-09-19T11:33:04.916767,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/9531fbb7-568c-46ff-81aa-7edef4bdec59,http://www.biodic.go.jp/trialSystem/Data/SHP/19.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,山梨県,,ZIP,2014-09-19T11:33:04.916773,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/6698a9ed-c313-48be-8c50-127633cb19c6,http://www.biodic.go.jp/trialSystem/Data/SHP/20.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,長野県,,ZIP,2014-09-19T11:33:04.916780,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/c1491534-cf5d-4d70-acfb-6ece3a2985d6,http://www.biodic.go.jp/trialSystem/Data/SHP/21.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,岐阜県,,ZIP,2014-09-19T11:33:04.916787,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/13513e75-dc1e-47f9-bdbd-d9d82b46fde5,http://www.biodic.go.jp/trialSystem/Data/SHP/22.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,静岡県,,ZIP,2014-09-19T11:33:04.916793,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/a542de57-55e5-45ab-a55a-2502ecb559ab,http://www.biodic.go.jp/trialSystem/Data/SHP/23.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,愛知県,,ZIP,2014-09-19T11:33:04.916800,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/4daf8e65-738e-44b7-a356-1b926f738f05,http://www.biodic.go.jp/trialSystem/Data/SHP/24.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,三重県,,ZIP,2014-09-19T11:33:04.916806,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/b93c36a5-3c99-4424-a59e-28c184bac8bc,http://www.biodic.go.jp/trialSystem/Data/SHP/25.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,滋賀県,,ZIP,2014-09-19T11:33:04.916813,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/993ec7c3-be54-4f84-99bf-5f8a37135da4,http://www.biodic.go.jp/trialSystem/Data/SHP/26.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,京都府,,ZIP,2014-09-19T11:33:04.916819,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/603a8e6d-2212-4a38-a5be-441a3b3aa2dd,http://www.biodic.go.jp/trialSystem/Data/SHP/27.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,大阪府,,ZIP,2014-09-19T11:33:04.916826,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/af2cb872-73c4-4c64-a272-d9ebb7c308c7,http://www.biodic.go.jp/trialSystem/Data/SHP/28.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,兵庫県,,ZIP,2014-09-19T11:33:04.916833,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/73492e06-65e3-463d-9524-ab70b4230dc6,http://www.biodic.go.jp/trialSystem/Data/SHP/29.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,奈良県,,ZIP,2014-09-19T11:33:04.916839,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/63458fd2-f65c-4ec3-a3cb-070e6dbf8059,http://www.biodic.go.jp/trialSystem/Data/SHP/30.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,和歌山県,,ZIP,2014-09-19T11:33:04.916846,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/c662f4ab-a3ec-4cbe-9d09-164d200fed80,http://www.biodic.go.jp/trialSystem/Data/SHP/31.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,鳥取県,,ZIP,2014-09-19T11:33:04.916852,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/badb1856-8878-4177-85fa-3f600fc47c99,http://www.biodic.go.jp/trialSystem/Data/SHP/32.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,島根県,,ZIP,2014-09-19T11:33:04.916859,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/4c44ee55-1d8d-40b1-88c2-ab959a933aee,http://www.biodic.go.jp/trialSystem/Data/SHP/33.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,岡山県,,ZIP,2014-09-19T11:33:04.916865,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/02efaec4-bec1-4ddd-9845-82f74742b25c,http://www.biodic.go.jp/trialSystem/Data/SHP/34.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,広島県,,ZIP,2014-09-19T11:33:04.916872,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/42924032-fbf4-43bb-ad4b-02a195922513,http://www.biodic.go.jp/trialSystem/Data/SHP/35.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,山口県,,ZIP,2014-09-19T11:33:04.916879,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/f49047b3-9398-4647-b78d-cac4b96bef93,http://www.biodic.go.jp/trialSystem/Data/SHP/36.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,徳島県,,ZIP,2014-09-19T11:33:04.916886,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/c3d8a79e-251e-4b2f-915b-75fd83077efc,http://www.biodic.go.jp/trialSystem/Data/SHP/37.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,香川県,,ZIP,2014-09-19T11:33:04.916892,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/2b9dfc93-cdea-4679-af47-02fb6e3ca9de,http://www.biodic.go.jp/trialSystem/Data/SHP/38.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,愛媛県,,ZIP,2014-09-19T11:33:04.916899,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/733162c3-7e53-4650-b34d-52b312ecf468,http://www.biodic.go.jp/trialSystem/Data/SHP/39.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,高知県,,ZIP,2014-09-19T11:33:04.916905,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/c3963262-495b-4f37-956d-02fb8a8ee1fe,http://www.biodic.go.jp/trialSystem/Data/SHP/40.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,福岡県,,ZIP,2014-09-19T11:33:04.916912,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/bdcc52bb-cc70-4efc-b7d7-e00aa393ff16,http://www.biodic.go.jp/trialSystem/Data/SHP/41.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,佐賀県,,ZIP,2014-09-19T11:33:04.916919,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/ae083afe-3529-4f99-acaf-7b225ea329ba,http://www.biodic.go.jp/trialSystem/Data/SHP/42.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,長崎県,,ZIP,2014-09-19T11:33:04.916925,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/eab0405a-60ab-44b7-9a52-bcfe54f6e05a,http://www.biodic.go.jp/trialSystem/Data/SHP/43.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,熊本県,,ZIP,2014-09-19T11:33:04.916932,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/9d0dd14c-ef04-4db0-bcf6-dfdaa9d0b7a8,http://www.biodic.go.jp/trialSystem/Data/SHP/44.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,大分県,,ZIP,2014-09-19T11:33:04.916939,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/310cf8cc-9765-4b97-82aa-8ec2cf7e3b6d,http://www.biodic.go.jp/trialSystem/Data/SHP/45.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,宮崎県,,ZIP,2014-09-19T11:33:04.916945,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/0be1030f-3228-43c8-a9cf-ed5a7d822189,http://www.biodic.go.jp/trialSystem/Data/SHP/46.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,鹿児島県,,ZIP,2014-09-19T11:33:04.916952,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0437/resource/1b7585eb-07a3-4dff-a40c-e292c3cbe323,http://www.biodic.go.jp/trialSystem/Data/SHP/47.zip,CC-BY,自然環境情報GIS提供システム_shapeデータダウンロード_都道府県別一括ダウンロード,沖縄県,,ZIP,2014-09-19T11:33:04.916958,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/7463cef3-896c-4aec-957e-2491e4625017,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_51.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",釧路・根室支所,,ZIP,2014-09-19T11:33:07.196396,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/465de3ef-6c9c-4c93-a4ee-f96320c26aec,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_52.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",網走支所,,ZIP,2014-09-19T11:33:07.196439,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/a62ecfb1-9354-4cab-8e1c-0eb6089ca1f3,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_53.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",十勝・日高支所,,ZIP,2014-09-19T11:33:07.196449,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/af9c8f4a-12c8-45d2-a626-be56ed16f773,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_54.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",留萌・宗谷支所,,ZIP,2014-09-19T11:33:07.196457,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/96350ab0-6139-4724-866f-dec9f1a788c0,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_55.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",上川・空知支所,,ZIP,2014-09-19T11:33:07.196464,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/82f2282a-fd06-4164-a9a1-fe1969b68186,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_56.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",石狩・胆振・後志支所,,ZIP,2014-09-19T11:33:07.196470,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/202abc05-36bb-46fb-be60-5d7a6471f341,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_57.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",檜山・渡島支所,,ZIP,2014-09-19T11:33:07.196477,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/6ba7c5b7-b971-4cf3-a572-9cf4299ad92e,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_02.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",青森県,,ZIP,2014-09-19T11:33:07.196484,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/02b3430c-ddc0-42a6-a661-2506cbc12fc5,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_03.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",岩手県,,ZIP,2014-09-19T11:33:07.196491,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/bfcf2888-12a0-4f98-8f68-f9801ef3c740,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_04.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",宮城県,,ZIP,2014-09-19T11:33:07.196497,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/73ec6ab3-3a26-41fa-9c4f-bbfc8105e2a9,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_05.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",秋田県,,ZIP,2014-09-19T11:33:07.196504,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/8fd9d898-ccaa-4912-bba7-04cf4ed1e3a7,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_06.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",山形県,,ZIP,2014-09-19T11:33:07.196511,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/4ac5a84a-52b7-41b5-b766-56ac5993dd99,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_07.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",福島県,,ZIP,2014-09-19T11:33:07.196517,geospatial;地理空間,司法・安全・環境,環境省
https://www.data.go.jp/data/dataset/env_20140904_0438/resource/b686f5f0-a8b8-427d-afe6-3cd117793130,http://www.biodic.go.jp/trialSystem/Data/SHP/vg/vg_08.zip,CC-BY,"自然環境情報GIS提供システム_shapeデータダウンロード_植生調査（1/50,000縮尺） 県別・支所別一覧",茨城県,,ZIP,2014-09-19T11:33:07.196524,geospatial;地理空間,司法・安全・環境,環境省
