ckanurl,url,licence,title,res_title,description,format,created,tags,groups,organization
https://www.data.go.jp/data/dataset/mof_20140901_0534/resource/d6a00755-c3c3-4248-b836-697e6ceeb068,https://www.bb.mof.go.jp/YDS/search/YDSG010,CC-BY,予算書・決算書_検索画面,予算書情報・決算書情報検索,,jsp,2014-09-19T10:16:14.789417,budgets;budgets and account_settlement;budgets and final_accounts and procurement;government_except_elsewhere_classified;一般会計;予算;予算_決算_調達関連情報;予算及び決算の概要;予算書;予算額;公務_他に分類されるものを除く;国庫債務負担行為;当初予算;支出;政府関係機関;暫定予算;検索;決算;決算書;特別会計;継続費;繰越明許費;補正予算;財政;財政法28条,行財政,財務省
