ckanurl,url,licence,title,res_title,description,format,created,tags,groups,organization
https://www.data.go.jp/data/dataset/cas_20150305_0001/resource/08d87074-ea2a-4309-aace-82c47c7cf281,https://cio.go.jp/sites/default/files/uploads/documents/opendata_guideline_gaiyou.pptx,CC-BY,地方公共団体オープンデータ推進ガイドライン,地方公共団体オープンデータ推進ガイドラインの概要,「地方公共団体オープンデータ推進ガイドライン」の概要版。,PPTX,2018-03-16T14:40:32.511007,オープンデータ;ガイドライン;地方公共団体;地方自治体,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20150305_0001/resource/5d304ef4-2b65-4b54-af0c-6b7bb44ca602,https://cio.go.jp/sites/default/files/uploads/documents/opendate_roundtable.pptx,CC-BY,地方公共団体オープンデータ推進ガイドライン,はじめてみよう！地方版オープンデータ官民ラウンドテーブル,地方公共団体におけるオープンデータ官民ラウンドテーブル開催の手順をまとめたもの。,PPTX,2019-06-10T10:44:49.738373,オープンデータ;ガイドライン;地方公共団体;地方自治体,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20150305_0002/resource/4274530b-0177-4d7c-b338-8fa470af3706,https://cio.go.jp/sites/default/files/uploads/documents/opendata_kanitebikisyo.pptx,CC-BY,オープンデータをはじめよう～地方公共団体のための最初の手引書～,オープンデータをはじめよう～簡易手引書～,"オープンデータにこれから取り組む地方公共団体向けに、自治体Webサイト上でオープンデータを公開する簡単な手順を示したもの。
",PPTX,2018-03-16T14:40:34.437072,オープンデータ;ガイドライン;地方公共団体;地方自治体,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20150305_0002/resource/50c361ce-2399-428f-82a9-f56bcd1ac27b,https://cio.go.jp/sites/default/files/uploads/documents/opendata_tebikisyo.pptx,CC-BY,オープンデータをはじめよう～地方公共団体のための最初の手引書～,オープンデータをはじめよう～地方公共団体のための最初の手引書～,"「地方公共団体オープンデータ推進ガイドライン」の補足資料。
これから具体的なオープンデータの取組をはじめようとする地方公共団体の担当職員を対象として、オープンデータについての考え方や取組の進め方をできるかぎり平易に解説したもの。
",PPTX,2018-03-16T14:40:34.437123,オープンデータ;ガイドライン;地方公共団体;地方自治体,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20170207_0003/resource/c6459a6f-020a-4d4d-b6e5-f679f08ebfab,https://cio.go.jp/sites/default/files/uploads/documents/01_od100_cases_01_agrenote.pptx,CC-BY,オープンデータ100,アグリノート,アグリノートのオープンデータ100事例資料です。,PPTX,2020-12-07T05:42:49.640747,オープンデータ;事例集;利活用,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20170207_0003/resource/9770d59d-0e4c-4342-8734-ce75b1171c69,https://cio.go.jp/sites/default/files/uploads/documents/01_od100_cases_02_eaglebus.pptx,CC-BY,オープンデータ100,イーグルバス,イーグルバスのオープンデータ100事例資料です。,PPTX,2020-12-07T05:42:49.640750,オープンデータ;事例集;利活用,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20170207_0003/resource/a6330f7b-f214-4e10-a00a-98f631770163,https://cio.go.jp/sites/default/files/uploads/documents/01_od100_cases_03_calil.pptx,CC-BY,オープンデータ100,カーリル,カーリルのオープンデータ100事例資料です。,PPTX,2020-12-07T05:42:49.640759,オープンデータ;事例集;利活用,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20170207_0003/resource/29c34a30-f5d7-421b-8b64-e59ffdcf0f4e,https://cio.go.jp/sites/default/files/uploads/documents/01_od100_cases_04_zaim.pptx,CC-BY,オープンデータ100,家計簿・会計アプリ Zaim,家計簿・会計アプリZaimのオープンデータ100事例資料です。,PPTX,2020-12-07T05:42:49.640762,オープンデータ;事例集;利活用,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20170207_0003/resource/8923c338-09ef-499f-8e42-13be55e24a9b,https://cio.go.jp/sites/default/files/uploads/documents/01_od100_cases_05_kafun.pptx,CC-BY,オープンデータ100,花粉くん,花粉くんのオープンデータ100事例資料です。,PPTX,2020-12-07T05:42:49.640765,オープンデータ;事例集;利活用,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20170207_0003/resource/afa9f22f-1b2a-4444-ba31-effa42879290,https://cio.go.jp/sites/default/files/uploads/documents/01_od100_cases_06_kokoyure.pptx,CC-BY,オープンデータ100,ココゆれ,ココゆれのオープンデータ100事例資料です。,PPTX,2020-12-07T05:42:49.640774,オープンデータ;事例集;利活用,情報通信・科学技術,内閣官房
https://www.data.go.jp/data/dataset/cas_20170207_0003/resource/68581508-95ca-4395-989d-294a8e5d7269,https://cio.go.jp/sites/default/files/uploads/documents/01_od100_cases_07_sabae-burari.pptx,CC-BY,オープンデータ100,さばえぶらり,さばえぶらりのオープンデータ100事例資料です。,PPTX,2020-12-07T05:42:49.640777,オープンデータ;事例集;利活用,情報通信・科学技術,内閣官房
