ckanurl,url,licence,title,res_title,description,format,created,tags,groups,organization
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/dccc5e97-be2d-427c-a798-b8a98752adc3,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/all.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声全文（約59分）,,mp3,2014-10-10T15:05:37.323842,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/fd812959-84fd-41da-9f7a-d73925e5f0b9,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/01.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_タイトル,,mp3,2014-10-10T15:05:37.323848,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/f0c912b7-3a7b-447d-9161-f855875765b6,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/02.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_特集東日本大震災からの復興1年_1,,mp3,2014-10-10T15:05:37.323855,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/d741e1df-40ca-4582-88cb-36f209fdd5e7,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/03.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_特集東日本大震災からの復興1年_2,,mp3,2014-10-10T15:05:37.323861,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/cbdb6bba-3d11-4b13-adbb-1bb1b38a4848,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/04.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_第1章食料自給率の向上,,mp3,2014-10-10T15:05:37.323868,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/46d0b50d-91cd-4b9f-bc96-ec5890dd653d,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/05.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_第2章食料の安定供給の確保,,mp3,2014-10-10T15:05:37.323874,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/5376e422-4b18-40b9-a370-6a46905b427f,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/06.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_第3章農業の持続的な発展_1,,mp3,2014-10-10T15:05:37.323881,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/26b24f46-58c0-441f-900f-4e288e681c72,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/07.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_第3章農業の持続的な発展_2,,mp3,2014-10-10T15:05:37.323887,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/3d322d61-a915-4244-af1e-64a78febea4f,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/08.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_第3章農業の持続的な発展_3,,mp3,2014-10-10T15:05:37.323894,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/358f33c0-3023-4d69-afb8-f3ee6e8787db,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/09.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_第4章農村の振興・活性化,,mp3,2014-10-10T15:05:37.323900,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0000/resource/3c5f934e-f9c8-4e30-895d-80ce44b5b435,http://www.maff.go.jp/j/wpaper/w_maff/h23/onsei/other/10.mp3,政府標準利用規約（第 2.0 版）,平成23年度食料・農業・農村白書 （平成24年4月24日公表）,音声分割_エンディング,,mp3,2014-10-10T15:05:37.323907,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/c5df805d-dd22-4805-98f1-d7ffea246742,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/all.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,全文（約54分）,,mp3,2014-09-26T14:52:23.128802,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/386bf43c-ac03-45bd-833d-3acab8f89669,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/1-mokuji.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_目次,,mp3,2014-09-26T14:52:23.128809,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/78908de2-ea02-499e-9551-902fbbb2a31b,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/2-tokucyou.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_平成21年度白書の特徴と構成について_1,,mp3,2014-09-26T14:52:23.128816,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/9ccfc003-5f9f-4be4-a358-c7089e1f65c0,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/3-topikkusu.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_平成21年度白書の特徴と構成について_2,,mp3,2014-09-26T14:52:23.128822,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/26eb0ccd-f907-41c4-87b2-9cb450e116b8,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/4-1syou1.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第1章 食料自給率の向上と食料安全保障の確立に向けて_1,,mp3,2014-09-26T14:52:23.128829,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/385a04a8-72bc-4961-a150-8c627373123c,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/5-1syou2.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第1章 食料自給率の向上と食料安全保障の確立に向けて_2,,mp3,2014-09-26T14:52:23.128835,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/7539496a-2585-4d54-a316-9e03f995010c,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/6-2syou1.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第2章 健全な食生活と食の安全・消費者の信頼の確保に向けて_1,,mp3,2014-09-26T14:52:23.128842,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/453d2236-f4e1-4110-a595-e03d17755c1c,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/7-2syou2.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第2章 健全な食生活と食の安全・消費者の信頼の確保に向けて_2,,mp3,2014-09-26T14:52:23.128849,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/9189a3ed-4f7a-4a8e-a26a-b6811161e5c5,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/8-3syou1.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第3章 農業の持続的発展に向けて_1,,mp3,2014-09-26T14:52:23.128855,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/dd98fafc-acee-42ef-b0a6-9042e75515c5,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/9-3syou2.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第3章 農業の持続的発展に向けて_2,,mp3,2014-09-26T14:52:23.128862,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/38618a03-e869-4cc0-9e0a-d5020cf8b0b9,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/10-3syou3.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第3章 農業の持続的発展に向けて_3,,mp3,2014-09-26T14:52:23.128869,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/fb5c1226-513c-497d-8793-452ef7a89021,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/11-3syou4.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第3章 農業の持続的発展に向けて_4,,mp3,2014-09-26T14:52:23.128876,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/b6bfa1fb-dd62-4992-ba2d-7d991aa61867,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/12-4syou1.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第4章 農村地域の活性化に向けて_1,,mp3,2014-09-26T14:52:23.128882,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/ff032dd2-3b09-44ed-9753-8557c832a07e,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/13-4syou2.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_第4章 農村地域の活性化に向けて_2,,mp3,2014-09-26T14:52:23.128889,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/f183a065-8136-4c4e-97c2-9f138a54f12f,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/14-koramu1-2.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_(付録）_1,,mp3,2014-09-26T14:52:23.128896,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/1a661774-6006-4da6-970b-61c978e27cfa,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/15-koramu3-4.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_(付録）_2,,mp3,2014-09-26T14:52:23.128903,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0002/resource/977d762d-d6ea-46e5-96a0-629dde05bdd9,http://www.maff.go.jp/j/wpaper/w_maff/h21/onsei/other/16-koramu5.mp3,政府標準利用規約（第 2.0 版）,平成21年度食料・農業・農村白書 （平成22年6月11日公表）,分割版_(付録）_3,,mp3,2014-09-26T14:52:23.128909,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/d30a8820-27c9-47dc-bf78-4e5326c455ad,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/all.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,全文（約45分）,,mp3,2014-09-20T22:35:17.956178,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/88487080-381b-48b8-aaf7-bc06607e78df,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000001.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_白書全体概要,,mp3,2014-09-20T22:35:17.956184,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/680770f3-3e23-4ef0-b2d7-4f932b159710,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000002.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第1章 特集－水田フル活用を通じた食料自給力の強化に向けて－_1,,mp3,2014-09-20T22:35:17.956190,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/772c59aa-b1f7-45ec-9f80-23a52e7dc3c2,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000003.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第1章 特集－水田フル活用を通じた食料自給力の強化に向けて－_2,,mp3,2014-09-20T22:35:17.956197,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/23c159df-a0c6-4c2c-9bbb-19f3cbabf0d7,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000004.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第1章 特集－水田フル活用を通じた食料自給力の強化に向けて－_3,,mp3,2014-09-20T22:35:17.956203,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/d3701a4f-c145-4717-a3da-1a894333911a,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000005.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第2章 食料・農業・農村の主な動向_1,,mp3,2014-09-20T22:35:17.956210,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/89e3f67f-4003-4098-9edc-47547b24c481,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000006.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第2章 食料・農業・農村の主な動向_2,,mp3,2014-09-20T22:35:17.956217,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/b0aba8ee-a9a7-40b6-9d85-fb995694ad25,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000007.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第2章 食料・農業・農村の主な動向_3,,mp3,2014-09-20T22:35:17.956223,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/30a81cc1-f84b-4a58-a21d-77bda7c8fcc0,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000008.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第2章 食料・農業・農村の主な動向_4,,mp3,2014-09-20T22:35:17.956230,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/78b7723f-9b54-400b-a6e5-0642aca45f4d,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000009.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第2章 食料・農業・農村の主な動向_5,,mp3,2014-09-20T22:35:17.956236,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
https://www.data.go.jp/data/dataset/maff_20140918_0004/resource/d90a59ad-c243-4327-8874-2bc8df67ca2b,http://www.maff.go.jp/j/wpaper/w_maff/h20/onsei/other/a000010.mp3,政府標準利用規約（第 2.0 版）,平成20年度食料・農業・農村白書,分割版_第2章 食料・農業・農村の主な動向_6,,mp3,2014-09-20T22:35:17.956243,5000012080001;agriculture and forestry;government_accountability and democracy;white_paper and annual_report;政府の説明責任と民主主義;白書_年次報告;白書_年次報告書等;農村;農業_林業;食料,農林水産業,農林水産省
