ckanurl,url,licence,title,res_title,description,format,created,tags,groups,organization
https://www.data.go.jp/data/dataset/meti_20140901_0782/resource/a477db28-cfd8-47c2-b22c-e88bd03f7069,http://www.meti.go.jp/statistics/tyo/kougyo/result-2/h13/kakuho/youti/lzh/yy-h13.lzh,CC-BY,工業統計調査(2001年),確報 用地・用水編 統計表(lzh),確報 用地・用水編 統計表(lzh),lzh,2014-09-19T10:31:01.586520,manufacturing;statistics;statistics_survey_result;工業;希望を生み出す強い経済;統計;統計調査結果;製造;製造業,鉱工業,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0783/resource/923011e5-d0b5-4b95-b039-209ce73a79f3,http://www.meti.go.jp/statistics/tyo/kougyo/result-2/h12/kakuho/youti/lzh/yy-h12.lzh,CC-BY,工業統計調査(2000年),確報 用地・用水編 統計表(lzh),確報 用地・用水編 統計表(lzh),lzh,2014-09-19T10:31:04.092859,manufacturing;statistics;statistics_survey_result;工業;希望を生み出す強い経済;統計;統計調査結果;製造;製造業,鉱工業,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0784/resource/f5bf8938-be1f-46d5-846b-ba31eb22b8b9,http://www.meti.go.jp/statistics/tyo/kougyo/result-2/h11/kakuho/youti/lzh/yy-h11.lzh,CC-BY,工業統計調査(1999年),確報 用地・用水編 統計表(lzh),確報 用地・用水編 統計表(lzh),lzh,2014-09-19T10:31:06.128008,manufacturing;statistics;statistics_survey_result;工業;希望を生み出す強い経済;統計;統計調査結果;製造;製造業,鉱工業,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0785/resource/dc8bcbe7-02e9-4d62-9323-58f180f5d2eb,http://www.meti.go.jp/statistics/tyo/kougyo/result-2/h10/kakuho/youti/lzh/yy-h10.lzh,CC-BY,工業統計調査(1998年),確報 用地・用水編 統計表(lzh),確報 用地・用水編 統計表(lzh),lzh,2014-09-19T10:31:08.621023,manufacturing;statistics;statistics_survey_result;工業;希望を生み出す強い経済;統計;統計調査結果;製造;製造業,鉱工業,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0786/resource/1854bbb2-08e2-42e7-92b9-2882dc75e915,http://www.meti.go.jp/statistics/tyo/kougyo/result-2/h09/sokuho/lzh/hyo_wk4.lzh,CC-BY,工業統計調査(1997年),速報 データ 従業者4人以上の統計表、従業者10人以上の統計表の圧縮ファイル(lzh:wk4),速報 データ 従業者4人以上の統計表、従業者10人以上の統計表の圧縮ファイル(lzh:wk4),lzh,2014-09-19T10:31:10.484236,manufacturing;statistics;statistics_survey_result;工業;希望を生み出す強い経済;統計;統計調査結果;製造;製造業,鉱工業,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0786/resource/584c2326-bf60-4af8-bde8-4dc6a67631d9,http://www.meti.go.jp/statistics/tyo/kougyo/result-2/h09/sokuho/lzh/hyo_xls.lzh,CC-BY,工業統計調査(1997年),速報 データ 従業者4人以上の統計表、従業者10人以上の統計表の圧縮ファイル(lzh:xls),速報 データ 従業者4人以上の統計表、従業者10人以上の統計表の圧縮ファイル(lzh:xls),lzh,2014-09-19T10:31:10.484243,manufacturing;statistics;statistics_survey_result;工業;希望を生み出す強い経済;統計;統計調査結果;製造;製造業,鉱工業,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0786/resource/a0c1b420-3630-4e28-a184-9811f9a588ea,http://www.meti.go.jp/statistics/tyo/kougyo/result-2/h09/sokuho/lzh/name_wk4.lzh,CC-BY,工業統計調査(1997年),速報 産業名称ファイル、品目名称ファイルの圧縮ファイル(lzh:wk4),速報 産業名称ファイル、品目名称ファイルの圧縮ファイル(lzh:wk4),lzh,2014-09-19T10:31:10.484277,manufacturing;statistics;statistics_survey_result;工業;希望を生み出す強い経済;統計;統計調査結果;製造;製造業,鉱工業,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0786/resource/c017de0c-23e7-4503-acff-fb595d6e6def,http://www.meti.go.jp/statistics/tyo/kougyo/result-2/h09/sokuho/lzh/name_csv.lzh,CC-BY,工業統計調査(1997年),速報 産業名称ファイル、品目名称ファイルの圧縮ファイル(lzh:csv),速報 産業名称ファイル、品目名称ファイルの圧縮ファイル(lzh:csv),lzh,2014-09-19T10:31:10.484283,manufacturing;statistics;statistics_survey_result;工業;希望を生み出す強い経済;統計;統計調査結果;製造;製造業,鉱工業,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0868/resource/b9cf3923-cab2-44fe-86b5-75278579ecb1,http://www.meti.go.jp/statistics/tii/ritti/result-2/allFiles/h24_xls_csv_file.lzh,CC-BY,工場立地動向調査(2012年),確報 一括ダウンロード,確報 一括ダウンロード,lzh,2014-09-19T10:36:13.568499,statistics;統計,住宅・土地・建設,経済産業省
https://www.data.go.jp/data/dataset/meti_20140901_0869/resource/1119ee21-bed3-489c-a1e9-d323172ffdda,http://www.meti.go.jp/statistics/tii/ritti/result-2/allFiles/h23_xls_csv_file.lzh,CC-BY,工場立地動向調査(2011年),確報 一括ダウンロード,"速報
　一括ダウンロード",lzh,2014-09-19T10:36:17.533006,statistics;統計,住宅・土地・建設,経済産業省
